"","HUVECS","VM015","VM024","VM038","VM040","VM042","VM043","VM048","VM053","VM054","VM055","VM056","VM060","VM064","VM066","VM068","VM071","VM072","VM073","VM081","VM082","VM083","VM085","VM089","VM090","VM092","VM093","VM099","VM103","VM108","VM110","VM111","VM113","VM119","VM124","VM125","VM127","HUVECs_2","HUVECs_3","HUVECs_4","HDLECs_1","HDLECs_2","HDLECs_3"
"RPLP1",61718,40836,48596,36059,61055,40814,43249,50358,38620,33977,35204,36882,39465,41582,45048,50337,52686,42429,45728,51632,40458,41438,44355,42642,43934,56122,49828,43151,60584,44381,38735,31663,44269,25400,53081,66926,36629,36822,44135,36737,44100,35772,37796
"GNG12",23546,27544,25493,25390,15660,21546,34390,20815,35464,34477,19672,34639,21671,29546,31622,27456,24518,27078,26370,14640,30063,27074,25886,22848,23766,26542,22084,56569,22298,32336,25121,25552,40508,26265,31117,29534,33883,29593,30720,32940,41260,51554,47433
"SESN3",7151,3463,1670,26969,1350,10658,7956,1332,16436,11120,6924,20707,6143,4759,7002,11470,14069,21494,6050,2300,3079,4233,13606,14947,21290,13031,39214,3589,33682,2326,13175,3021,6627,20590,14990,13967,7916,6453,11700,9507,9507,17630,10474
"RGS3",21327,16761,8840,12736,6822,7702,26568,4902,23875,13208,11232,19524,11475,19302,20254,14869,14823,11958,11341,5204,19804,14852,20292,16997,10225,19485,17848,338,10032,16219,13539,13124,12617,25427,29332,26898,16974,36889,30457,44283,19768,21130,20166
"TM4SF1",18780,22612,1640,22638,1947,13850,17598,21077,26980,9824,6427,18214,19343,11396,15441,19185,11757,13090,18489,14608,17102,15056,10516,17738,18652,18907,19411,5101,17828,7253,15501,9877,13796,23623,21479,20295,14680,28941,30362,35733,34990,38895,31706
"NT5E",5749,17620,31778,9968,38614,12440,7848,18747,10478,3247,2614,6137,5362,7371,8070,9724,4729,8080,8526,14971,6434,10477,5609,5586,9997,5756,4190,23778,8816,3223,1772,22333,8998,21503,5057,5888,18244,14417,16271,16579,32473,11789,6475
"RPS11",47732,38729,28957,26744,44214,30718,33499,41565,44375,29523,31175,30647,30600,27313,34787,37028,36056,28951,37949,39690,28725,30309,33034,31457,33841,47129,44833,31115,57262,44848,35481,28287,33625,24476,38982,66908,25119,31664,39114,37663,35575,32228,36582
"TCF4",16830,25104,2441,16833,4635,6654,21533,12827,29327,10506,5498,18032,19591,19350,20814,20984,9442,7381,26258,14162,20336,16573,12166,20190,12252,22714,22661,3057,9950,7725,20416,8299,13395,15754,25499,19324,16097,26656,22800,32921,31033,31224,35140
"ATP2B4",14379,11350,48195,28821,19178,34693,17510,13267,13264,24564,13000,29213,12295,13834,12200,12769,30136,14422,11598,15582,13741,16037,19869,23365,36315,30882,14696,17799,15498,15404,4559,15604,17385,20358,23857,13577,27921,26022,22921,24805,20214,14388,14426
"NUDT4",12664,10281,2246,6487,2132,3652,11405,2381,12966,28002,13091,6065,9014,4876,5907,12766,39452,6326,7310,1454,6233,2640,24143,5755,3896,7780,9758,1989,5497,13891,9742,8849,6963,6210,20111,18188,6656,21288,23272,26895,13368,16838,15312
"TKT",28748,9271,24688,17487,16351,38329,22518,21612,3998,11432,24700,18463,15182,22879,30073,26649,26949,33390,26861,31294,28643,32994,30673,24180,31896,31994,28003,15409,22119,17372,8120,13619,24548,10337,23028,20337,18446,15857,19733,13402,13683,9876,7771
"CLDN5",11928,4301,435,16061,2,28975,12791,21676,8212,7643,9846,18679,12536,8674,15059,10908,10719,14297,6012,33798,14605,20389,6310,20088,20809,18469,20805,11,33995,31536,8538,2300,8059,14380,14251,10580,13603,16217,20519,16889,12593,11328,19749
"TGFB1",32345,22467,6072,16564,6732,18662,23711,9126,18837,19307,19565,20947,22771,25278,18450,20384,20139,11482,26584,11186,20517,15491,15171,33153,24826,33841,20084,5869,12958,19193,34110,11706,16751,10858,31702,32199,14624,19324,21339,19386,20003,31338,41413
"LTBP1",7341,13072,12390,3945,37801,14773,8276,1158,8747,12457,10365,15609,18340,3388,10231,2932,5531,7291,22906,2007,9710,12168,6576,9579,13523,10762,6383,39177,4886,8144,7178,13123,7196,14851,3509,3038,4431,7019,4962,5235,10802,25529,19067
"CALM1",25618,27570,17885,33212,20195,24195,21439,37599,24010,17061,10322,27446,13677,22727,23946,20246,16152,18600,17745,32145,22315,19766,12041,30682,19921,26818,15853,22707,21590,29281,16912,15998,20308,20018,46799,33336,30429,35348,36997,42825,32524,27531,32275
"MTUS1",21795,12702,789,13071,520,8733,14507,10448,9010,5670,6512,17842,8014,11045,16520,10470,6916,9579,8776,13795,17961,10278,7183,12140,16457,20062,19181,261,13176,16342,10504,3252,10351,8768,18033,28344,7437,30785,34455,33392,19837,21198,23538
"TPI1",23920,21425,61809,24630,25166,22328,22134,26252,12134,15949,14107,19390,16595,23205,21782,29070,17444,29174,29464,19733,21914,23242,20784,31374,24876,23726,11075,40155,18823,16425,12614,18906,21965,24292,23091,19387,27234,22628,25132,21002,22413,17980,16448
"H1-5",9361,2233,584,6022,2070,5018,11423,37063,1151,4513,3355,3426,6712,8076,6608,21916,4182,12615,22749,37129,6925,9511,7748,9900,1189,3011,2868,2614,3524,3279,3034,3204,9384,646,8844,11900,13552,10641,12345,8940,7530,3397,3319
"ITGAV",8577,20036,10561,18149,6525,9387,23390,9332,18430,18756,6203,20986,9899,20437,20989,14870,14319,13321,8757,3872,23114,13497,19239,14016,11446,7768,5276,9487,6765,12374,9118,25059,19965,31401,13961,8281,48085,13945,10270,15574,21296,24674,16557
"RPL7",45471,32990,29205,26420,40429,26366,30791,31028,33901,20201,21890,25203,25802,24044,29401,33325,34278,29442,32182,26736,29079,26774,27945,29092,32526,42527,37740,30029,45717,31846,33032,15594,28577,15184,42926,54168,22214,35470,44872,40384,38730,36030,36502
"STAT1",6578,6800,7347,8228,5172,9325,22787,3887,11468,10154,8892,6578,14963,8775,14999,17401,6408,11503,12895,3283,8956,6577,9775,10037,10224,9757,5958,52613,8945,9648,5730,27190,7778,22006,5692,7409,10369,10854,15097,14256,8417,10267,8535
"NR2F2",25978,16913,3934,19019,2860,25871,15778,11886,16933,24136,37365,21159,17800,14430,20017,15760,32250,14125,16133,13493,19064,13211,19246,20894,24868,26727,29781,10332,32954,25619,30619,12098,15631,12043,15184,17496,12395,21485,26974,23007,18683,26354,40106
"RPL29",47405,29298,43270,29560,55889,33195,33477,33843,29501,21766,25263,29711,27131,30034,31678,35966,34387,32826,34589,38898,31591,30998,34285,32037,37388,48770,38706,32125,49263,36129,31261,25776,31511,22889,41673,57519,28685,30662,40302,33744,29101,27132,25957
"CNN3",14269,27165,16682,13787,19320,13676,25267,24780,33916,36871,28486,15589,29513,14830,18469,34669,38186,17654,39080,30111,14745,18023,25872,17131,13792,14948,17249,9197,22112,33319,29089,20484,16741,17850,18064,21323,18225,19618,20743,21349,32737,33656,34282
"F2R",18662,12950,11443,20747,3603,8846,19313,5987,16502,6804,2643,19925,6636,23323,20681,6605,4482,9622,6142,6180,22184,23038,7845,24371,12596,18966,13690,5840,6309,9402,9126,11789,20823,21274,30083,18040,28352,26251,23387,32556,16037,15078,22283
"ICAM2",17605,16821,827,23316,47,30904,15255,20174,7003,20878,12212,20289,7970,17156,20746,12878,14866,32666,6128,15319,21150,24339,16479,18518,28280,16025,13110,176,23923,15315,5025,23011,24732,19178,16290,13928,25317,21851,22566,20145,12360,5373,4196
"GNAS",49012,47159,43184,43213,47278,35508,38363,24844,48985,28342,24906,41357,35366,32779,43121,39716,34091,23113,30021,28850,38760,32182,24065,42159,42258,42028,37357,31159,34266,37674,39641,20318,26985,26134,44972,40130,31526,42396,42908,43349,40778,45108,51210
"DEPP1",14779,4331,5468,19014,451,717,4266,3216,1920,138,302,7216,10251,13476,16939,8582,1143,1444,11822,4368,10380,4453,4157,8343,4923,6937,3636,2729,233,1294,3193,4336,2340,7967,32230,22452,12189,23691,23210,25334,11429,11929,15928
"TINAGL1",15386,19436,456,17953,6,18859,26689,28433,16929,16167,7806,18562,23290,16337,18886,44985,22546,16665,27621,30496,18015,13698,19153,18386,22381,13807,11158,2714,14048,10574,11678,10027,11677,8932,19063,19254,18563,17117,17852,15055,24555,18734,13161
"DIPK2B",11995,15338,861,21811,0,18876,13028,7862,9711,17958,6921,15078,9452,13576,13142,9304,11435,18102,7873,8347,12549,16098,6167,17301,31182,13995,11857,4,13412,21269,12785,8009,11475,8182,16415,11050,14834,25510,23492,28898,22037,35044,30020
"PRKAR1A",17371,39723,17376,19388,10973,15800,17471,15716,29690,26370,24037,16022,18806,13420,15366,18599,22575,13025,19678,12214,15646,14663,15388,17691,18086,20680,19220,17925,18891,24214,23257,14719,15204,16115,20262,15137,17075,23524,22000,25770,29432,38672,52552
"PDE2A",2769,5145,564,5418,46,6931,8111,25437,5473,10010,9823,5194,15246,6259,5055,8884,14959,1132,12889,40985,5396,6357,2075,8567,6958,9699,11932,84,6420,9392,15278,2012,2188,681,7352,8279,4056,1764,2555,1551,9973,18014,25811
"PDK4",890,5445,347,1111,1,1734,3494,1176,2749,19942,23389,1368,8891,482,672,7790,24026,2966,9029,1926,858,688,1796,2171,853,1684,5673,6593,3272,6804,15069,1568,460,1506,2105,2428,548,1380,1912,1855,7550,33255,23549
"LDB2",12481,8554,328,9973,235,20790,8265,3281,12094,26629,26504,7814,11365,2784,5561,10793,25319,12534,12464,4347,3959,6049,15958,9421,14028,11965,21018,91,34205,23930,20356,4460,5388,12642,9119,11690,4167,13496,17330,14326,11904,15943,16870
"ADAMTS1",1132,521,10168,2883,3686,28910,2096,7697,1,2420,5691,2507,389,767,1009,420,3051,7159,15,6353,1861,2779,4075,2131,17404,2842,5600,35238,27367,9272,673,3077,1189,4698,2514,1550,2738,2538,4043,1545,977,240,258
"DYNC1H1",22730,30756,46772,41778,18675,48751,29572,37847,31211,27287,23589,41545,27558,29262,24190,26649,28919,26208,30329,34250,27509,30784,28862,37860,39340,25864,22398,30868,12746,21217,16503,28958,31988,41650,30087,20619,42455,28298,22891,26924,26178,34329,32451
"ADGRG6",9866,1174,248,9499,116,26880,10338,7736,215,13772,4289,9591,1640,9026,11894,6754,9187,22973,786,6374,10888,17253,14767,6568,17724,6644,10110,36,25903,7264,471,3526,11741,14208,8475,1790,13737,18324,24517,25241,1157,1570,435
"MAP4",23599,35298,54525,35904,30579,30980,29323,29314,35429,19889,14664,34769,23971,30312,31046,31640,20837,26600,26289,27888,38733,33413,15950,32857,33862,29812,22082,48182,18597,27225,17991,21648,28413,22118,30979,21554,37319,33274,28665,31577,34950,33785,32425
"AXL",15060,12903,18586,21909,15415,6386,11504,15833,71,3771,3168,20992,3813,20451,15792,9621,1775,7121,4010,7052,18226,15990,10166,16688,19670,9542,5459,19785,2529,664,1541,22559,32672,7148,9922,8452,26880,12292,11971,8560,19293,5014,1866
"FBLIM1",32715,22513,12190,20848,6621,19913,27826,2794,27892,27451,19636,29912,19987,24386,31391,22460,29591,15946,20708,2390,28532,23168,25585,24519,25213,24972,22968,3229,18388,20544,20808,25852,25586,16304,21673,24749,24994,30650,34765,34732,26570,25024,19881
"IGFBP7-AS1",4184,21467,11963,7403,2041,6459,13013,8843,30770,30717,13288,9316,11999,8461,9332,8629,22198,3510,9552,12405,8346,8931,14110,7932,5931,6910,6695,2504,5937,11672,17764,9490,7458,15351,5994,6923,6055,4881,5402,8398,18356,28698,32810
"HSP90AA1",19772,34518,37865,39623,17422,21906,26046,31774,27265,23049,14470,23044,16946,22863,25010,32611,17987,49023,23100,18154,34179,28423,20331,36683,27106,27425,22991,28335,24382,20964,17251,22525,30802,20797,32017,18887,40081,33567,37183,32745,36990,24514,23845
"RBM3",17575,22854,17761,20084,34563,16302,19822,21587,16540,7950,6240,14114,14629,15027,15946,21822,15416,15439,28157,18423,14884,14640,13413,14806,16094,20139,13877,20093,21362,16785,10315,11480,14600,8771,28403,38456,19695,25472,29538,26894,39636,34083,25274
"RPL19",42948,48410,32372,25898,51375,27644,30306,32623,34511,23708,27551,25397,25233,25982,30406,33416,34253,29528,34597,31864,27320,26943,30257,28642,30061,38297,38166,30345,48176,35060,31068,25974,31529,19823,39961,57751,25212,27740,35458,34380,31659,27591,28321
"SULF2",4688,20559,3020,40458,216,20230,10647,7734,21889,19285,15421,15847,8548,9617,10249,5099,15895,6555,3847,7852,14424,11467,7099,14077,19455,19265,12637,76,12035,28254,9844,3261,13032,13325,13155,5957,13498,14514,6959,13387,18404,15039,23964
"SELENON",32926,22823,14385,24484,12125,34065,28169,15373,28263,33243,33259,26970,24563,25073,24803,23506,35469,15050,24606,22368,29830,23364,24159,21704,32765,26894,28411,12391,27294,36889,29731,12234,23450,18487,27787,24021,23757,39172,37621,38297,31707,40606,40404
"NEDD9",2062,15130,1531,8275,353,10744,16645,23677,10237,23464,9137,16428,18830,11861,12111,20552,16558,18341,28673,28159,17803,24021,9179,13960,7325,12126,24688,6086,24508,9212,9544,14577,11352,30663,8370,4244,14656,6217,3270,6470,13353,11858,10222
"RPS7",32010,24174,20127,17846,39316,20265,22239,22056,25579,13846,17063,17422,18237,16323,19959,20783,20367,20567,22666,23326,19080,19142,19201,19702,20273,27466,24862,19630,35590,28106,21276,13744,18327,13236,30767,56716,15484,21013,28590,25626,24707,23648,21446
"NPM1",35985,27253,24127,25266,41331,16587,22607,21124,20998,13031,13006,16789,17595,19729,21524,27699,16390,34299,32840,17534,23682,23982,22615,28649,24421,28071,24945,27206,23624,14152,18581,13316,26357,11112,35921,41305,23314,29069,37184,32998,31619,23829,20885
"FZD4",17606,8907,2138,18857,1104,28559,19455,17195,8725,26403,21319,24084,12496,20788,18277,18082,21715,15486,15834,23513,19276,19025,24657,20125,26555,21266,18417,3214,27791,39993,14710,10354,19661,18703,29532,19447,28834,22424,24280,29292,16278,20319,24293
"PTPRB",9389,19579,1033,17086,38,15322,13083,18014,23226,16039,14824,14996,5972,11228,11048,6898,9088,8771,7443,21717,9249,10792,11242,13941,12414,14665,21094,45,19561,8396,11221,14338,9101,47400,15290,10226,15199,18379,15237,22253,11950,12388,11950
"PIEZO1",13402,21679,15934,22534,10353,19226,31364,20312,26428,41843,19610,25699,36449,19945,21786,34898,37613,16081,27485,24878,23963,20718,17990,29754,23507,18792,18505,14282,10587,15354,21442,17985,18871,16740,16983,15629,26527,24152,21285,22830,25693,37875,37049
"TPM1",9306,8923,37573,7393,5088,4652,16150,3529,35443,3749,1833,9838,9971,16993,18203,13209,7027,4412,11809,2144,16533,16364,6098,4909,4584,5209,2565,12103,2476,4705,4522,18043,14346,11540,7779,6523,15764,10983,8413,11087,9781,6409,5018
"LAMB2",8789,9021,18169,27373,9162,32078,19243,22131,12079,28761,29404,32258,22190,14550,15991,15010,27002,13019,16735,40463,19321,18232,15211,23486,27683,27350,24244,13909,18726,24234,12940,9975,16027,16040,13788,11252,15274,16386,12817,16558,15635,28863,31823
"COTL1",12865,26823,33644,17149,25438,22119,20235,11947,10968,14688,16716,19509,12091,18743,24042,13793,14894,17734,22881,12032,20162,23936,19206,13997,20800,9850,8238,47921,13616,24647,14052,24204,26390,17080,11071,12578,22059,9124,10755,8384,23218,23834,24137
"H1-2",12046,4011,2560,6638,3931,8848,14595,34392,2859,11960,10259,4966,11903,10606,8767,21164,15285,13476,27527,39897,8986,12589,17182,10312,4431,7481,6308,6328,8679,9709,5473,7172,10322,4554,9214,12923,11559,11105,12813,11804,9081,6580,7979
"SELENOP",39,1600,327,163,2506,18,814,1058,2279,1045,317,75,4161,285,106,1356,4917,79,4777,4057,121,47,925,1030,564,806,1261,1960,104,4802,4540,254,115,7,520,281,287,69,190,130,5014,33084,38002
"TMEM123",15285,25735,8982,13496,6713,9484,18895,15075,27716,22192,14736,12848,14191,13492,15122,19386,23270,10740,20566,10273,13998,11855,14330,13985,11366,13876,14098,6002,13592,22113,20244,11635,11682,15159,17963,19943,13850,26218,29087,35492,33246,32860,33012
"SIRPA",3894,18471,4064,5294,1138,5996,8155,985,18346,7077,7885,3018,10314,2827,2751,7950,7407,2387,8449,1456,4529,2190,4754,5365,3176,4406,6131,157,4458,15019,15956,5364,4402,4554,5040,3948,3506,7729,7324,8173,19919,23761,40580
"CEMIP2",2387,8894,2524,7018,3488,19927,5737,4931,5027,18032,7662,4309,9949,3763,3926,8102,8780,10557,8410,2150,4221,3997,11988,10506,14258,6983,6922,1705,25541,19037,12247,6635,4117,10724,6131,3244,6273,6112,5678,6130,14468,35410,30486
"RPS20",36008,26106,19969,17902,38858,21753,22287,26719,22918,17343,20270,17470,18359,18052,22367,23878,25085,22560,32084,26643,19370,20171,25569,21470,21318,28980,24247,24148,37267,28621,24130,17282,22023,17038,31593,57698,17554,22640,29272,28913,25698,24190,25419
"RHOJ",12966,15334,711,15060,11,7573,14804,3539,26692,20990,14330,15362,15485,10580,13930,11842,24457,8895,13601,3361,12923,11967,11596,17018,14961,20280,22610,7,12426,16100,19468,6574,11540,6256,18117,18337,11295,19609,19433,19758,24550,27366,34110
"SEPTIN9",12157,18948,25762,15320,29633,36534,14235,16524,14028,18275,28621,14698,14629,10233,11683,15373,25137,15980,15364,22654,13684,14418,17094,15219,20856,17851,17703,40631,32134,34400,17761,16627,15802,15473,9456,9591,15525,12851,12642,12146,14680,21096,26429
"HNRNPA1",33928,23765,12067,20808,22871,16401,24805,29420,25556,13835,11738,16391,26111,20919,22653,34234,25937,25976,42655,24875,25813,24149,19950,26616,19981,28891,27846,17563,20484,11914,20394,10151,23051,8013,32469,28864,19255,30732,35493,30317,31525,27527,27978
"JAG1",3291,29270,3394,12334,382,10374,13804,4697,31168,17277,8409,9678,10669,6008,6461,9133,9563,6949,10070,4517,9344,7666,14595,8216,9248,5617,3430,4310,5733,9121,5210,32044,10785,19745,4780,3068,17634,5204,5168,5415,22067,14574,10123
"SSR3",19292,29321,23130,20829,48542,14589,20421,20371,22806,12375,6145,20514,13700,20965,21078,20486,10671,22259,17686,11767,23015,21035,19483,21117,20120,18897,12811,37609,12142,10941,11111,23045,23654,19738,21589,20413,30253,20350,19950,19881,29332,16459,13103
"CXCL1",228,2856,3935,3198,312,2362,4025,465,855,8193,596,5341,944,7982,18828,1061,2163,2537,922,318,19347,2815,12681,1816,1746,1259,304,1054,828,10260,476,32364,4277,28895,997,1083,10967,902,1454,958,2675,2342,1044
"FNDC3B",16459,25999,12970,18182,6680,9588,22592,7740,23021,18249,12639,19951,10451,20461,22104,12419,12538,9780,13049,5556,18460,15408,14158,17571,12346,12166,11863,18529,9110,15267,10015,26409,17542,43553,20327,14411,32950,23043,17399,28476,21116,24284,16753
"SLCO2A1",579,350,194,1245,80,10223,8836,35325,422,14127,20949,2122,6699,1374,6552,6220,17506,5052,6748,26313,6147,12771,12726,1950,7589,3751,3398,12,12267,4855,3500,3862,3643,4432,2809,1586,3750,1836,2381,1329,2534,3031,5238
"CNN2",24173,18705,38145,19949,35237,26585,21944,17941,12280,10746,7665,22989,15483,27277,25544,17417,9745,20906,20929,16525,26387,25735,16813,19062,17780,16912,11188,26900,11566,6899,6996,24184,27904,14822,20606,13675,29522,21177,17452,19792,16842,10641,7994
"FAM43A",21836,18318,1686,19838,656,14503,24344,10434,24559,21693,15866,23677,15726,29513,29751,17663,29228,15521,14328,11293,28128,25337,26282,18497,19936,29192,17119,15221,11004,6655,12145,15120,24138,18464,22493,18504,16006,29436,23697,31316,23541,23541,25745
"PCBP2",61413,32860,30552,33014,39455,39584,42850,37397,31682,30610,34919,37395,38853,35151,42095,45711,43442,35233,59135,44575,41522,41212,42242,41987,44625,46918,46399,27214,41265,35282,36026,24776,40408,24965,39750,42032,32688,34863,39582,36029,33546,32397,34892
"RPS15A",33277,21229,22150,15483,35026,20407,23434,24257,19185,16169,22060,18755,19052,17085,22036,23748,26202,19855,31864,29779,19748,20648,23409,20471,20920,33270,29096,19647,38841,33071,28477,14130,18641,13588,27237,51833,15807,21288,28324,27350,25803,25637,26039
"ARHGDIB",24497,9532,4065,19700,1659,14734,12510,19202,700,3132,1890,14896,2974,18466,15964,5009,514,11879,6211,20409,17315,15177,4033,16844,15236,15700,7911,654,9854,984,1589,10763,16660,7060,23301,17520,18579,17813,19969,17767,14585,3525,2374
"S1PR1",10918,17124,864,20673,2932,27789,26883,38942,20082,22029,18440,20616,21791,19278,23001,20765,27268,19743,29691,32201,25088,23116,21196,22428,23252,25310,25913,149,26678,23236,18019,17736,20159,22302,17318,14261,23281,17169,16976,18335,25262,23724,26720
"RPL27A",29571,26071,29839,18235,45606,19538,21876,24565,27603,17774,15155,18737,15162,19652,19101,28401,22960,21922,31138,19443,19498,16944,24591,22190,29653,20475,32960,24107,34938,31173,20739,23034,21445,12120,29845,46651,24060,21892,25910,29771,35275,18096,22266
